SentimentID,PostID,UserID,DateID,SentimentScore,SentimentCategory
5704,5704,1654,5704,0.04,Neutral
5705,5705,1334,5705,-0.64,Neutral
5706,5706,72,5706,-0.56,Positive
5707,5707,502,5707,0.87,Positive
5708,5708,3977,5708,0.4,Positive
5709,5709,838,5709,-0.98,Positive
5710,5710,1100,5710,-0.55,Positive
5711,5711,559,5711,-0.08,Positive
5712,5712,132,5712,-0.73,Negative
5713,5713,825,5713,0.15,Positive
5714,5714,2660,5714,0.3,Neutral
5715,5715,261,5715,-0.48,Neutral
5716,5716,3119,5716,-0.37,Positive
5717,5717,3851,5717,0.22,Negative
5718,5718,3565,5718,0.26,Neutral
5719,5719,515,5719,0.4,Positive
5720,5720,192,5720,-0.49,Negative
5721,5721,4130,5721,0.5,Neutral
5722,5722,2466,5722,0.69,Neutral
5723,5723,1372,5723,0.66,Neutral
5724,5724,339,5724,-0.07,Positive
5725,5725,866,5725,-0.53,Negative
5726,5726,1382,5726,0.32,Positive
5727,5727,3465,5727,-0.83,Neutral
5728,5728,563,5728,0.79,Negative
5729,5729,4007,5729,-0.36,Positive
5730,5730,2019,5730,-0.47,Neutral
5731,5731,4110,5731,0.33,Positive
5732,5732,533,5732,0.92,Negative
5733,5733,3339,5733,-0.81,Positive
5734,5734,1270,5734,0.46,Positive
5735,5735,958,5735,0.62,Negative
5736,5736,3813,5736,0.65,Neutral
5737,5737,2092,5737,-0.13,Neutral
5738,5738,1309,5738,-0.62,Negative
5739,5739,2091,5739,0.65,Negative
5740,5740,4931,5740,-0.8,Positive
5741,5741,2310,5741,-0.87,Neutral
5742,5742,4478,5742,0.27,Negative
5743,5743,644,5743,-0.02,Negative
5744,5744,3714,5744,-0.56,Neutral
5745,5745,1087,5745,-0.11,Negative
5746,5746,1229,5746,0.08,Neutral
5747,5747,3659,5747,-0.65,Positive
5748,5748,226,5748,0.73,Neutral
5749,5749,3563,5749,-0.18,Positive
5750,5750,4673,5750,0.35,Positive
5751,5751,3352,5751,-0.62,Negative
5752,5752,4783,5752,0.54,Neutral
5753,5753,3634,5753,0.74,Neutral
5754,5754,939,5754,0.71,Neutral
5755,5755,1911,5755,0.97,Neutral
5756,5756,4807,5756,0.96,Neutral
5757,5757,50,5757,0.88,Neutral
5758,5758,509,5758,0.51,Positive
5759,5759,2258,5759,0.76,Neutral
5760,5760,137,5760,0.52,Negative
5761,5761,1023,5761,-0.79,Positive
5762,5762,2985,5762,0.02,Positive
5763,5763,3405,5763,-0.8,Negative
5764,5764,299,5764,-0.18,Positive
5765,5765,2031,5765,-0.75,Positive
5766,5766,2749,5766,0.54,Negative
5767,5767,2035,5767,0.72,Neutral
5768,5768,2741,5768,0.9,Negative
5769,5769,272,5769,0.55,Negative
5770,5770,4376,5770,0.03,Positive
5771,5771,675,5771,0.41,Positive
5772,5772,2170,5772,-0.53,Neutral
5773,5773,2552,5773,-0.66,Positive
5774,5774,1684,5774,0.29,Positive
5775,5775,4665,5775,0.91,Negative
5776,5776,4227,5776,-0.95,Positive
5777,5777,1315,5777,-0.39,Negative
5778,5778,3843,5778,-0.04,Positive
5779,5779,633,5779,0.52,Neutral
5780,5780,4084,5780,-0.36,Neutral
5781,5781,1154,5781,-0.9,Neutral
5782,5782,665,5782,0.13,Positive
5783,5783,4523,5783,0.39,Negative
5784,5784,3338,5784,-0.93,Positive
5785,5785,3691,5785,-0.28,Neutral
5786,5786,2529,5786,-0.99,Negative
5787,5787,501,5787,0.61,Negative
5788,5788,767,5788,0.81,Positive
5789,5789,1056,5789,0.52,Positive
5790,5790,2612,5790,0.75,Negative
5791,5791,1857,5791,-0.66,Positive
5792,5792,3698,5792,0.45,Positive
5793,5793,957,5793,0.02,Neutral
5794,5794,852,5794,-0.49,Neutral
5795,5795,4751,5795,-0.04,Positive
5796,5796,3243,5796,0.96,Neutral
5797,5797,4170,5797,-0.23,Neutral
5798,5798,3203,5798,-1.0,Negative
5799,5799,1760,5799,0.85,Positive
5800,5800,703,5800,-0.33,Positive
5801,5801,4273,5801,0.95,Positive
5802,5802,321,5802,0.13,Negative
5803,5803,3959,5803,-0.71,Neutral
5804,5804,1333,5804,0.82,Positive
5805,5805,687,5805,-0.02,Negative
5806,5806,145,5806,0.79,Positive
5807,5807,2134,5807,0.35,Positive
5808,5808,198,5808,0.43,Negative
5809,5809,4860,5809,-0.37,Neutral
5810,5810,1091,5810,0.36,Negative
5811,5811,3666,5811,0.35,Neutral
5812,5812,3166,5812,0.17,Positive
5813,5813,4514,5813,0.46,Negative
5814,5814,1230,5814,-0.81,Negative
5815,5815,4690,5815,-0.89,Negative
5816,5816,2678,5816,-0.5,Negative
5817,5817,4644,5817,0.08,Positive
5818,5818,1973,5818,0.35,Positive
5819,5819,4414,5819,-0.7,Negative
5820,5820,3772,5820,-0.69,Neutral
5821,5821,3243,5821,-0.35,Positive
5822,5822,1465,5822,0.45,Negative
5823,5823,375,5823,-0.82,Negative
5824,5824,1666,5824,-0.27,Positive
5825,5825,1251,5825,-0.8,Neutral
5826,5826,2095,5826,0.8,Neutral
5827,5827,2257,5827,0.5,Neutral
5828,5828,441,5828,0.56,Positive
5829,5829,151,5829,-0.63,Positive
5830,5830,4780,5830,0.84,Positive
5831,5831,1192,5831,0.29,Positive
5832,5832,1121,5832,0.18,Positive
5833,5833,1376,5833,0.71,Positive
5834,5834,3443,5834,-0.02,Neutral
5835,5835,911,5835,0.22,Neutral
5836,5836,861,5836,-0.02,Negative
5837,5837,943,5837,-0.16,Positive
5838,5838,4696,5838,-0.26,Positive
5839,5839,3793,5839,-0.03,Negative
5840,5840,2891,5840,-0.77,Negative
5841,5841,1449,5841,-0.1,Neutral
5842,5842,4911,5842,-0.86,Positive
5843,5843,1804,5843,-0.06,Positive
5844,5844,4825,5844,-0.96,Positive
5845,5845,788,5845,-0.87,Neutral
5846,5846,4892,5846,0.02,Neutral
5847,5847,4460,5847,0.32,Positive
5848,5848,1574,5848,-0.34,Neutral
5849,5849,3690,5849,-0.89,Negative
5850,5850,1001,5850,0.78,Positive
5851,5851,878,5851,0.13,Neutral
5852,5852,2500,5852,0.5,Neutral
5853,5853,1752,5853,0.81,Negative
5854,5854,609,5854,-0.69,Positive
5855,5855,3163,5855,0.6,Neutral
5856,5856,898,5856,0.97,Negative
5857,5857,602,5857,0.09,Positive
5858,5858,1824,5858,0.33,Negative
5859,5859,4922,5859,0.21,Positive
5860,5860,160,5860,-0.67,Neutral
5861,5861,32,5861,-0.15,Neutral
5862,5862,2013,5862,-0.15,Negative
5863,5863,2740,5863,0.07,Negative
5864,5864,4072,5864,0.1,Positive
5865,5865,737,5865,0.09,Negative
5866,5866,1644,5866,0.36,Negative
5867,5867,2231,5867,-0.93,Positive
5868,5868,4023,5868,0.24,Neutral
5869,5869,3022,5869,-0.77,Negative
5870,5870,2480,5870,-0.49,Positive
5871,5871,978,5871,0.46,Positive
5872,5872,4095,5872,0.77,Neutral
5873,5873,4921,5873,0.36,Positive
5874,5874,892,5874,0.95,Neutral
5875,5875,820,5875,0.87,Neutral
5876,5876,1649,5876,-0.94,Positive
5877,5877,3841,5877,-0.21,Negative
5878,5878,138,5878,0.12,Negative
5879,5879,268,5879,-0.14,Neutral
5880,5880,2876,5880,-0.51,Neutral
5881,5881,265,5881,-0.26,Negative
5882,5882,2358,5882,0.58,Positive
5883,5883,3086,5883,-0.44,Neutral
5884,5884,3571,5884,0.74,Neutral
5885,5885,1823,5885,-0.38,Negative
5886,5886,2882,5886,0.52,Neutral
5887,5887,4005,5887,-0.84,Negative
5888,5888,729,5888,-0.31,Negative
5889,5889,1045,5889,-0.02,Positive
5890,5890,2667,5890,-0.03,Neutral
5891,5891,1317,5891,-0.12,Neutral
5892,5892,3730,5892,-0.62,Positive
5893,5893,3483,5893,0.63,Negative
5894,5894,1589,5894,0.16,Positive
5895,5895,2579,5895,0.99,Negative
5896,5896,3535,5896,-0.45,Negative
5897,5897,3224,5897,0.69,Positive
5898,5898,2045,5898,0.13,Positive
5899,5899,1472,5899,0.99,Neutral
5900,5900,1006,5900,-0.18,Negative
5901,5901,4895,5901,0.08,Negative
5902,5902,1898,5902,-0.03,Positive
5903,5903,3837,5903,-0.33,Neutral
5904,5904,49,5904,0.62,Positive
5905,5905,627,5905,-0.35,Positive
5906,5906,1829,5906,0.18,Neutral
5907,5907,4926,5907,0.18,Neutral
5908,5908,3182,5908,-0.4,Positive
5909,5909,1836,5909,-0.37,Neutral
5910,5910,1541,5910,-0.88,Negative
5911,5911,4699,5911,0.89,Neutral
5912,5912,1214,5912,-0.26,Neutral
5913,5913,983,5913,-0.46,Neutral
5914,5914,2060,5914,-0.61,Neutral
5915,5915,653,5915,0.82,Negative
5916,5916,4282,5916,-0.59,Positive
5917,5917,4902,5917,-0.37,Neutral
5918,5918,3618,5918,-0.81,Neutral
5919,5919,4947,5919,0.52,Negative
5920,5920,3853,5920,-0.48,Neutral
5921,5921,4857,5921,0.19,Negative
5922,5922,1162,5922,-0.29,Negative
5923,5923,3253,5923,0.06,Positive
5924,5924,46,5924,-0.31,Positive
5925,5925,4494,5925,0.4,Negative
5926,5926,1387,5926,0.75,Negative
5927,5927,1383,5927,-0.05,Neutral
5928,5928,2154,5928,-0.0,Positive
5929,5929,691,5929,-0.29,Positive
5930,5930,3803,5930,-0.97,Neutral
5931,5931,2140,5931,-0.78,Positive
5932,5932,4293,5932,-0.41,Neutral
5933,5933,878,5933,-0.13,Negative
5934,5934,3496,5934,0.12,Neutral
5935,5935,3596,5935,-0.47,Positive
5936,5936,4695,5936,0.44,Negative
5937,5937,3408,5937,-0.73,Negative
5938,5938,149,5938,0.44,Negative
5939,5939,12,5939,0.16,Negative
5940,5940,2611,5940,0.33,Positive
5941,5941,2438,5941,0.19,Neutral
5942,5942,3749,5942,0.89,Positive
5943,5943,3606,5943,0.42,Negative
5944,5944,433,5944,-0.74,Positive
5945,5945,2542,5945,0.67,Positive
5946,5946,2541,5946,-0.64,Neutral
5947,5947,3956,5947,-0.22,Positive
5948,5948,3286,5948,0.75,Neutral
5949,5949,3966,5949,-0.46,Positive
5950,5950,2567,5950,0.45,Positive
5951,5951,4931,5951,0.39,Negative
5952,5952,2724,5952,-0.53,Neutral
5953,5953,4315,5953,-0.79,Neutral
5954,5954,1996,5954,0.74,Positive
5955,5955,3013,5955,0.39,Positive
5956,5956,795,5956,-0.12,Negative
5957,5957,1987,5957,0.1,Neutral
5958,5958,3822,5958,0.44,Negative
5959,5959,4126,5959,0.47,Positive
5960,5960,3828,5960,-0.16,Neutral
5961,5961,3242,5961,0.63,Positive
5962,5962,1208,5962,-0.98,Neutral
5963,5963,3955,5963,-0.66,Negative
5964,5964,4806,5964,-0.5,Positive
5965,5965,4302,5965,-0.18,Negative
5966,5966,2449,5966,-0.53,Positive
5967,5967,963,5967,0.34,Neutral
5968,5968,4280,5968,0.8,Positive
5969,5969,3607,5969,-0.66,Positive
5970,5970,4573,5970,-0.21,Positive
5971,5971,645,5971,-0.53,Positive
5972,5972,699,5972,-0.27,Negative
5973,5973,1333,5973,0.5,Negative
5974,5974,405,5974,0.02,Positive
5975,5975,1142,5975,0.51,Negative
5976,5976,2071,5976,-0.28,Neutral
5977,5977,4337,5977,-0.5,Neutral
5978,5978,1538,5978,-0.82,Neutral
5979,5979,3781,5979,-0.04,Neutral
5980,5980,4867,5980,0.76,Negative
5981,5981,698,5981,0.3,Negative
5982,5982,4851,5982,0.28,Negative
5983,5983,1055,5983,-0.29,Negative
5984,5984,111,5984,-0.86,Negative
5985,5985,468,5985,-0.32,Positive
5986,5986,4847,5986,0.38,Neutral
5987,5987,1076,5987,-0.76,Neutral
5988,5988,3427,5988,0.19,Neutral
5989,5989,2043,5989,0.34,Positive
5990,5990,229,5990,0.44,Positive
5991,5991,4841,5991,-0.16,Negative
5992,5992,215,5992,0.57,Negative
5993,5993,4746,5993,-0.74,Positive
5994,5994,1542,5994,-0.9,Neutral
5995,5995,3187,5995,0.03,Positive
5996,5996,652,5996,-0.42,Positive
5997,5997,3840,5997,-0.53,Negative
5998,5998,4877,5998,0.2,Neutral
5999,5999,1636,5999,-0.46,Positive
6000,6000,2736,6000,0.26,Positive
6001,6001,2971,6001,0.97,Negative
6002,6002,3682,6002,-0.63,Negative
6003,6003,3071,6003,-0.69,Negative
6004,6004,4692,6004,-0.31,Positive
6005,6005,42,6005,0.54,Negative
6006,6006,397,6006,0.91,Neutral
6007,6007,3068,6007,0.37,Neutral
6008,6008,3110,6008,0.93,Positive
6009,6009,3696,6009,-0.1,Positive
6010,6010,4845,6010,-0.64,Positive
6011,6011,1733,6011,0.33,Positive
6012,6012,2745,6012,-0.58,Neutral
6013,6013,3622,6013,-0.95,Negative
6014,6014,1526,6014,0.86,Negative
6015,6015,2352,6015,0.5,Neutral
6016,6016,2341,6016,-0.17,Neutral
6017,6017,2353,6017,0.61,Neutral
6018,6018,3998,6018,0.82,Neutral
6019,6019,2891,6019,-0.62,Negative
6020,6020,1616,6020,-0.81,Negative
6021,6021,4499,6021,-0.3,Neutral
6022,6022,3290,6022,-0.72,Positive
6023,6023,1525,6023,-0.61,Negative
6024,6024,625,6024,-0.89,Negative
6025,6025,4138,6025,0.42,Positive
6026,6026,4952,6026,0.54,Positive
6027,6027,3795,6027,0.07,Negative
6028,6028,4729,6028,0.52,Neutral
6029,6029,3212,6029,-0.3,Negative
6030,6030,4744,6030,-0.73,Neutral
6031,6031,615,6031,0.02,Positive
6032,6032,1153,6032,-0.22,Positive
6033,6033,4407,6033,-0.1,Positive
6034,6034,4043,6034,0.69,Negative
6035,6035,2285,6035,-0.57,Neutral
6036,6036,2030,6036,0.55,Positive
6037,6037,2576,6037,0.48,Negative
6038,6038,1970,6038,0.77,Negative
6039,6039,205,6039,-0.23,Neutral
6040,6040,1665,6040,-0.14,Neutral
6041,6041,1150,6041,-0.3,Negative
6042,6042,4362,6042,0.71,Neutral
6043,6043,381,6043,-0.38,Positive
6044,6044,2035,6044,0.67,Neutral
6045,6045,3541,6045,0.0,Negative
6046,6046,2251,6046,-0.76,Positive
6047,6047,1818,6047,-0.3,Positive
6048,6048,456,6048,-0.87,Positive
6049,6049,3656,6049,-0.63,Positive
6050,6050,610,6050,0.55,Neutral
6051,6051,1211,6051,-0.15,Neutral
6052,6052,3659,6052,0.04,Positive
6053,6053,2139,6053,-0.88,Negative
6054,6054,2715,6054,0.31,Positive
6055,6055,3893,6055,-0.1,Negative
6056,6056,3098,6056,0.76,Neutral
6057,6057,402,6057,0.44,Neutral
6058,6058,2366,6058,-0.6,Negative
6059,6059,553,6059,0.99,Neutral
6060,6060,970,6060,-0.2,Positive
6061,6061,528,6061,0.32,Negative
6062,6062,332,6062,-0.82,Positive
6063,6063,1562,6063,-0.24,Neutral
6064,6064,1851,6064,-0.84,Positive
6065,6065,3334,6065,-0.79,Neutral
6066,6066,1719,6066,0.26,Neutral
6067,6067,1003,6067,-0.79,Positive
6068,6068,725,6068,-0.19,Positive
6069,6069,4149,6069,-0.63,Neutral
6070,6070,4904,6070,0.95,Positive
6071,6071,3895,6071,0.68,Negative
6072,6072,1268,6072,-0.52,Positive
6073,6073,4521,6073,-0.01,Neutral
6074,6074,4152,6074,-0.89,Negative
6075,6075,387,6075,0.7,Positive
6076,6076,806,6076,-0.79,Negative
6077,6077,2926,6077,0.39,Positive
6078,6078,2545,6078,0.88,Positive
6079,6079,4153,6079,0.68,Negative
6080,6080,2317,6080,0.61,Negative
6081,6081,3859,6081,-0.88,Negative
6082,6082,3523,6082,-0.57,Positive
6083,6083,317,6083,-0.95,Positive
6084,6084,1357,6084,-0.52,Negative
6085,6085,3880,6085,0.21,Negative
6086,6086,1335,6086,-0.61,Negative
6087,6087,3403,6087,0.39,Negative
6088,6088,197,6088,-0.37,Neutral
6089,6089,3335,6089,-0.14,Positive
6090,6090,850,6090,-0.58,Neutral
6091,6091,3746,6091,-0.27,Negative
6092,6092,4225,6092,-0.1,Positive
6093,6093,4728,6093,0.92,Positive
6094,6094,3878,6094,0.74,Positive
6095,6095,2072,6095,0.36,Negative
6096,6096,174,6096,-0.88,Neutral
6097,6097,1010,6097,0.92,Positive
6098,6098,4964,6098,-0.53,Neutral
6099,6099,246,6099,-0.09,Negative
6100,6100,1640,6100,0.51,Negative
6101,6101,2376,6101,-0.41,Neutral
6102,6102,2901,6102,-0.31,Negative
6103,6103,3948,6103,0.56,Negative
6104,6104,1872,6104,0.99,Positive
6105,6105,2737,6105,-0.63,Neutral
6106,6106,1871,6106,-0.06,Positive
6107,6107,2868,6107,0.09,Negative
6108,6108,772,6108,-0.97,Neutral
6109,6109,181,6109,-0.56,Neutral
6110,6110,4741,6110,0.17,Neutral
6111,6111,974,6111,-0.6,Positive
6112,6112,2768,6112,-0.61,Positive
6113,6113,4722,6113,0.14,Neutral
6114,6114,3024,6114,-0.8,Positive
6115,6115,3807,6115,0.39,Negative
6116,6116,1040,6116,-0.56,Positive
6117,6117,2934,6117,-0.82,Neutral
6118,6118,4844,6118,0.58,Neutral
6119,6119,3578,6119,-0.08,Positive
6120,6120,644,6120,0.87,Positive
6121,6121,3483,6121,0.12,Negative
6122,6122,3525,6122,0.71,Neutral
6123,6123,3239,6123,0.72,Negative
6124,6124,3774,6124,0.14,Negative
6125,6125,583,6125,0.69,Positive
6126,6126,1750,6126,-0.66,Positive
6127,6127,2908,6127,0.91,Neutral
6128,6128,3636,6128,0.03,Positive
6129,6129,4945,6129,0.0,Neutral
6130,6130,4273,6130,0.87,Negative
6131,6131,1444,6131,-0.64,Negative
6132,6132,4473,6132,-0.77,Positive
6133,6133,521,6133,-0.42,Positive
6134,6134,1439,6134,-0.81,Positive
6135,6135,690,6135,-0.06,Negative
6136,6136,3811,6136,0.36,Neutral
6137,6137,4227,6137,-0.89,Neutral
6138,6138,4836,6138,0.72,Neutral
6139,6139,4612,6139,-0.32,Neutral
6140,6140,1857,6140,-0.82,Positive
6141,6141,2885,6141,-0.83,Positive
6142,6142,3900,6142,0.95,Positive
6143,6143,2095,6143,0.38,Positive
6144,6144,3252,6144,-0.1,Positive
6145,6145,4686,6145,-0.86,Neutral
6146,6146,385,6146,-0.76,Negative
6147,6147,4456,6147,0.99,Positive
6148,6148,807,6148,-0.57,Negative
6149,6149,3068,6149,-0.22,Negative
6150,6150,1079,6150,-0.64,Positive
6151,6151,4675,6151,0.96,Negative
6152,6152,3303,6152,-0.33,Negative
6153,6153,1429,6153,-0.18,Positive
6154,6154,58,6154,0.79,Positive
6155,6155,3708,6155,-0.69,Positive
6156,6156,4105,6156,-0.74,Positive
6157,6157,3424,6157,-0.44,Positive
6158,6158,3390,6158,-0.75,Neutral
6159,6159,3382,6159,-0.2,Negative
6160,6160,2563,6160,0.01,Negative
6161,6161,4616,6161,0.05,Neutral
6162,6162,724,6162,-0.7,Negative
6163,6163,4509,6163,0.74,Negative
6164,6164,2172,6164,0.07,Negative
6165,6165,316,6165,0.87,Negative
6166,6166,3645,6166,-0.81,Negative
6167,6167,4630,6167,-0.73,Negative
6168,6168,2129,6168,-0.57,Neutral
6169,6169,1166,6169,0.58,Neutral
6170,6170,4281,6170,0.4,Negative
6171,6171,1161,6171,-0.65,Positive
6172,6172,317,6172,-0.02,Positive
6173,6173,2602,6173,0.66,Neutral
6174,6174,2626,6174,0.86,Positive
6175,6175,2568,6175,-0.97,Positive
6176,6176,502,6176,-0.95,Negative
6177,6177,351,6177,-0.32,Neutral
6178,6178,4176,6178,-0.16,Positive
6179,6179,4209,6179,0.62,Positive
6180,6180,1621,6180,-0.66,Positive
6181,6181,3687,6181,-0.72,Negative
6182,6182,461,6182,0.16,Positive
6183,6183,2512,6183,0.84,Positive
6184,6184,2883,6184,-0.73,Negative
6185,6185,4713,6185,1.0,Neutral
6186,6186,713,6186,0.45,Neutral
6187,6187,3175,6187,0.06,Positive
6188,6188,3088,6188,0.67,Negative
6189,6189,407,6189,-0.41,Negative
6190,6190,4758,6190,-0.08,Negative
6191,6191,2354,6191,-0.67,Neutral
6192,6192,699,6192,0.77,Negative
6193,6193,2246,6193,0.22,Positive
6194,6194,3828,6194,0.2,Positive
6195,6195,1122,6195,-0.74,Negative
6196,6196,485,6196,-0.03,Positive
6197,6197,4768,6197,0.24,Neutral
6198,6198,4501,6198,0.04,Negative
6199,6199,3404,6199,-0.41,Negative
6200,6200,2574,6200,0.08,Positive
6201,6201,1188,6201,0.81,Positive
6202,6202,4050,6202,-0.65,Positive
6203,6203,463,6203,-0.01,Neutral
6204,6204,1873,6204,0.76,Negative
6205,6205,1449,6205,-0.32,Positive
6206,6206,394,6206,0.86,Negative
6207,6207,1478,6207,-0.2,Positive
6208,6208,4629,6208,-0.38,Neutral
6209,6209,2988,6209,-0.48,Neutral
6210,6210,4469,6210,-0.74,Negative
6211,6211,3308,6211,-0.41,Neutral
6212,6212,4450,6212,0.91,Negative
6213,6213,4938,6213,-0.13,Neutral
6214,6214,3444,6214,0.37,Negative
6215,6215,3265,6215,0.69,Neutral
6216,6216,2528,6216,-0.39,Positive
6217,6217,4756,6217,-0.89,Positive
6218,6218,3349,6218,-0.23,Neutral
6219,6219,2019,6219,-0.15,Neutral
6220,6220,370,6220,-0.43,Neutral
6221,6221,153,6221,0.31,Positive
6222,6222,2797,6222,-0.83,Neutral
6223,6223,2388,6223,0.92,Neutral
6224,6224,4602,6224,0.78,Negative
6225,6225,1519,6225,-0.98,Positive
6226,6226,118,6226,-0.2,Negative
6227,6227,974,6227,0.51,Negative
6228,6228,1520,6228,-0.76,Neutral
6229,6229,3679,6229,0.06,Neutral
6230,6230,755,6230,-0.81,Negative
6231,6231,4475,6231,0.07,Negative
6232,6232,4387,6232,0.8,Negative
6233,6233,33,6233,0.92,Negative
6234,6234,3424,6234,0.42,Negative
6235,6235,2710,6235,-0.57,Positive
6236,6236,2347,6236,-0.5,Positive
6237,6237,3688,6237,-0.66,Neutral
6238,6238,2569,6238,-0.75,Negative
6239,6239,1607,6239,0.62,Positive
6240,6240,1505,6240,-0.53,Positive
6241,6241,2142,6241,0.89,Positive
6242,6242,2152,6242,0.99,Positive
6243,6243,1497,6243,-0.51,Neutral
6244,6244,3777,6244,0.1,Positive
6245,6245,1104,6245,-0.59,Negative
6246,6246,4625,6246,-0.71,Positive
6247,6247,2461,6247,-0.67,Neutral
6248,6248,4351,6248,0.42,Positive
6249,6249,3177,6249,-0.33,Negative
6250,6250,4723,6250,0.07,Neutral
6251,6251,1828,6251,0.67,Negative
6252,6252,1680,6252,-0.82,Positive
6253,6253,1628,6253,-0.36,Positive
6254,6254,1010,6254,0.93,Neutral
6255,6255,852,6255,-0.37,Positive
6256,6256,490,6256,-0.14,Neutral
6257,6257,382,6257,0.61,Negative
6258,6258,2085,6258,-1.0,Neutral
6259,6259,2867,6259,0.94,Neutral
6260,6260,3945,6260,0.3,Positive
6261,6261,4275,6261,-0.19,Negative
6262,6262,2367,6262,0.26,Positive
6263,6263,2694,6263,-0.16,Positive
6264,6264,1244,6264,-0.32,Neutral
6265,6265,2207,6265,-0.11,Positive
6266,6266,1387,6266,-0.14,Negative
6267,6267,1632,6267,0.89,Positive
6268,6268,4860,6268,0.43,Positive
6269,6269,3697,6269,0.12,Negative
6270,6270,2580,6270,-0.1,Positive
6271,6271,728,6271,0.57,Negative
6272,6272,1557,6272,-0.05,Positive
6273,6273,334,6273,0.34,Neutral
6274,6274,548,6274,0.94,Positive
6275,6275,2749,6275,0.5,Positive
6276,6276,975,6276,0.79,Negative
6277,6277,3950,6277,-0.49,Negative
6278,6278,470,6278,-0.33,Negative
6279,6279,3981,6279,0.03,Positive
6280,6280,1318,6280,0.23,Positive
6281,6281,3456,6281,0.52,Negative
6282,6282,59,6282,0.32,Positive
6283,6283,3897,6283,0.6,Neutral
6284,6284,3381,6284,-0.29,Neutral
6285,6285,2422,6285,-0.04,Negative
6286,6286,2279,6286,-0.54,Negative
6287,6287,1092,6287,0.39,Negative
6288,6288,345,6288,0.3,Neutral
6289,6289,4993,6289,-0.19,Negative
6290,6290,4574,6290,-0.33,Neutral
6291,6291,2219,6291,0.55,Positive
6292,6292,1910,6292,-0.07,Negative
6293,6293,1376,6293,-0.39,Negative
6294,6294,3048,6294,0.45,Positive
6295,6295,2651,6295,0.53,Negative
6296,6296,2701,6296,0.37,Positive
6297,6297,2566,6297,0.96,Neutral
6298,6298,4098,6298,-0.77,Negative
6299,6299,889,6299,-0.02,Positive
6300,6300,606,6300,0.13,Positive
6301,6301,4980,6301,0.33,Neutral
6302,6302,2498,6302,-0.58,Negative
6303,6303,4271,6303,0.27,Neutral
6304,6304,4961,6304,0.3,Neutral
6305,6305,2138,6305,0.74,Neutral
6306,6306,2330,6306,-0.46,Neutral
6307,6307,4327,6307,-0.8,Negative
6308,6308,355,6308,-0.56,Negative
6309,6309,216,6309,-0.29,Negative
6310,6310,2340,6310,-0.11,Positive
6311,6311,3309,6311,0.88,Negative
6312,6312,3539,6312,-0.95,Neutral
6313,6313,2583,6313,-0.12,Negative
6314,6314,46,6314,-0.27,Negative
6315,6315,2496,6315,-0.59,Negative
6316,6316,4401,6316,-0.27,Negative
6317,6317,397,6317,0.88,Positive
6318,6318,4827,6318,-0.7,Neutral
6319,6319,619,6319,-0.92,Negative
6320,6320,4840,6320,-0.26,Positive
6321,6321,293,6321,0.33,Neutral
6322,6322,3667,6322,0.83,Negative
6323,6323,1835,6323,-0.13,Positive
6324,6324,3488,6324,-0.45,Negative
6325,6325,1564,6325,-0.88,Positive
6326,6326,3621,6326,0.64,Negative
6327,6327,3163,6327,0.16,Neutral
6328,6328,3804,6328,-0.29,Negative
6329,6329,1670,6329,0.07,Neutral
6330,6330,3263,6330,0.81,Positive
6331,6331,4342,6331,-0.21,Negative
6332,6332,2993,6332,0.91,Positive
6333,6333,3475,6333,0.24,Positive
6334,6334,3895,6334,0.26,Negative
6335,6335,4551,6335,-0.45,Negative
6336,6336,4855,6336,0.67,Neutral
6337,6337,4273,6337,0.15,Positive
6338,6338,1455,6338,-0.6,Neutral
6339,6339,3017,6339,0.05,Positive
6340,6340,1377,6340,-0.87,Negative
6341,6341,146,6341,0.29,Negative
6342,6342,469,6342,0.17,Neutral
6343,6343,2469,6343,0.08,Neutral
6344,6344,3151,6344,0.91,Neutral
6345,6345,509,6345,-0.25,Neutral
6346,6346,3481,6346,0.78,Negative
6347,6347,3509,6347,0.65,Neutral
6348,6348,164,6348,0.05,Positive
6349,6349,1382,6349,-0.84,Neutral
6350,6350,63,6350,0.67,Positive
6351,6351,4225,6351,0.68,Neutral
6352,6352,3352,6352,0.56,Negative
6353,6353,501,6353,-0.05,Neutral
6354,6354,2653,6354,0.39,Negative
6355,6355,4896,6355,0.23,Negative
6356,6356,4653,6356,-0.16,Negative
6357,6357,2690,6357,-0.06,Neutral
6358,6358,3097,6358,-0.23,Negative
6359,6359,1106,6359,0.86,Positive
6360,6360,2568,6360,0.52,Neutral
6361,6361,4922,6361,-0.03,Negative
6362,6362,3771,6362,0.1,Positive
6363,6363,3903,6363,-0.53,Positive
6364,6364,4468,6364,-0.35,Neutral
6365,6365,4976,6365,0.74,Positive
6366,6366,3785,6366,0.88,Neutral
6367,6367,724,6367,-0.66,Neutral
6368,6368,3876,6368,-0.9,Negative
6369,6369,3555,6369,-0.68,Negative
6370,6370,1099,6370,0.0,Neutral
6371,6371,2896,6371,0.12,Positive
6372,6372,3465,6372,-0.98,Negative
6373,6373,138,6373,0.94,Negative
6374,6374,3879,6374,0.89,Positive
6375,6375,2398,6375,0.28,Neutral
6376,6376,1560,6376,0.5,Neutral
6377,6377,3034,6377,-0.21,Positive
6378,6378,4688,6378,0.8,Positive
6379,6379,499,6379,0.69,Neutral
6380,6380,2164,6380,0.57,Positive
6381,6381,3474,6381,-0.05,Neutral
